enrollment_id,username,course_id,course_num,nondropout_num,dropout,nondrop_precent
109,62,22,1,0.0,1,0.0
111,63,28,1,0.0,1,0.0
112,64,28,4,1.0,0,0.25
113,65,28,2,1.0,0,0.5
114,66,4,5,3.0,1,0.6
119,67,28,1,1.0,0,1.0
120,68,28,3,3.0,0,1.0
121,69,28,1,1.0,0,1.0
122,70,22,1,1.0,0,1.0
123,71,28,1,1.0,0,1.0
129,72,28,1,0.0,1,0.0
130,73,28,1,1.0,0,1.0
131,74,28,1,0.0,1,0.0
132,75,10,3,0.0,1,0.0
133,76,28,1,0.0,1,0.0
134,77,9,5,0.0,1,0.0
135,78,22,3,1.0,1,0.3333333333333333
138,79,22,2,2.0,0,1.0
140,80,28,1,0.0,1,0.0
141,81,9,1,0.0,1,0.0
142,82,28,2,1.0,0,0.5
143,83,22,1,0.0,1,0.0
144,84,10,1,1.0,0,1.0
146,85,28,1,1.0,0,1.0
148,86,28,4,4.0,0,1.0
149,87,22,3,1.0,1,0.3333333333333333
150,88,22,1,1.0,0,1.0
151,79,28,2,2.0,0,1.0
152,89,28,1,1.0,0,1.0
155,90,28,1,1.0,0,1.0
156,91,10,3,0.0,1,0.0
157,92,28,1,0.0,1,0.0
159,93,28,4,1.0,0,0.25
160,94,22,2,1.0,1,0.5
161,95,22,1,1.0,0,1.0
162,96,28,1,1.0,0,1.0
164,97,22,1,0.0,1,0.0
166,98,28,2,1.0,0,0.5
167,99,28,1,1.0,0,1.0
170,100,22,1,1.0,0,1.0
171,101,28,8,5.0,0,0.625
172,102,22,2,2.0,0,1.0
173,103,28,3,1.0,0,0.3333333333333333
174,101,22,8,5.0,0,0.625
175,104,22,2,0.0,1,0.0
176,105,28,1,0.0,1,0.0
178,106,28,1,1.0,0,1.0
180,107,28,3,1.0,0,0.3333333333333333
182,108,22,1,1.0,0,1.0
186,109,28,7,4.0,0,0.5714285714285714
189,110,28,1,1.0,0,1.0
190,68,22,3,3.0,0,1.0
192,111,9,1,1.0,0,1.0
193,112,33,8,0.0,1,0.0
195,113,22,3,0.0,1,0.0
196,114,28,1,0.0,1,0.0
198,115,28,1,1.0,0,1.0
199,116,9,2,1.0,0,0.5
200,112,4,8,0.0,1,0.0
201,117,28,1,1.0,0,1.0
204,118,22,1,1.0,0,1.0
208,119,28,1,1.0,0,1.0
209,120,28,1,1.0,0,1.0
212,121,28,1,0.0,1,0.0
214,122,22,7,5.0,0,0.7142857142857143
216,123,28,3,1.0,1,0.3333333333333333
219,124,9,3,2.0,0,0.6666666666666666
221,125,28,1,0.0,1,0.0
222,126,22,5,2.0,0,0.4
223,127,10,1,0.0,1,0.0
226,128,22,1,0.0,1,0.0
227,129,28,1,1.0,0,1.0
228,130,33,4,3.0,0,0.75
230,131,10,2,0.0,1,0.0
231,132,28,1,1.0,0,1.0
233,133,22,4,3.0,0,0.75
234,134,28,1,1.0,0,1.0
235,135,28,1,0.0,1,0.0
239,136,22,1,1.0,0,1.0
240,137,22,1,1.0,0,1.0
241,138,22,1,1.0,0,1.0
242,139,28,1,1.0,0,1.0
244,140,28,1,1.0,0,1.0
245,141,28,6,4.0,1,0.6666666666666666
247,142,28,1,1.0,0,1.0
248,113,9,3,0.0,1,0.0
249,143,22,2,1.0,0,0.5
250,144,28,1,1.0,0,1.0
251,145,28,1,1.0,0,1.0
252,146,28,1,1.0,0,1.0
254,147,28,1,0.0,1,0.0
255,148,9,4,4.0,0,1.0
256,104,28,2,0.0,1,0.0
257,149,28,1,1.0,0,1.0
258,150,22,3,3.0,0,1.0
261,151,28,1,1.0,0,1.0
262,152,22,1,0.0,1,0.0
264,153,28,1,0.0,1,0.0
265,154,33,2,2.0,0,1.0
266,155,10,5,2.0,0,0.4
267,156,28,1,1.0,0,1.0
268,157,28,1,1.0,0,1.0
269,158,28,5,2.0,0,0.4
270,159,22,3,1.0,1,0.3333333333333333
272,160,4,1,1.0,0,1.0
275,161,28,2,0.0,1,0.0
277,162,28,2,2.0,0,1.0
278,163,28,6,4.0,0,0.6666666666666666
279,164,28,1,1.0,0,1.0
280,165,22,1,0.0,1,0.0
281,166,28,1,0.0,1,0.0
282,167,28,2,1.0,0,0.5
284,168,9,5,3.0,0,0.6
285,169,28,2,1.0,0,0.5
286,170,22,1,0.0,1,0.0
288,171,28,2,0.0,1,0.0
293,172,28,1,0.0,1,0.0
294,173,22,3,1.0,1,0.3333333333333333
295,174,28,2,2.0,0,1.0
297,175,28,1,1.0,0,1.0
298,176,28,1,1.0,0,1.0
301,177,28,1,1.0,0,1.0
302,178,28,1,1.0,0,1.0
304,179,28,1,1.0,0,1.0
305,180,22,1,0.0,1,0.0
307,42,22,2,2.0,0,1.0
309,181,22,3,2.0,0,0.6666666666666666
310,182,22,2,0.0,1,0.0
311,183,28,3,2.0,0,0.6666666666666666
313,184,28,1,0.0,1,0.0
314,185,28,3,3.0,0,1.0
315,186,28,3,1.0,1,0.3333333333333333
316,187,28,1,1.0,0,1.0
317,188,22,1,1.0,0,1.0
319,189,28,1,1.0,0,1.0
320,190,9,1,0.0,1,0.0
321,191,28,1,1.0,0,1.0
322,192,22,1,1.0,0,1.0
323,193,28,2,1.0,0,0.5
324,194,22,2,2.0,0,1.0
325,195,28,1,1.0,0,1.0
327,196,28,2,1.0,0,0.5
329,197,10,3,1.0,1,0.3333333333333333
332,198,28,2,1.0,0,0.5
334,199,28,12,8.0,0,0.6666666666666666
335,200,22,2,2.0,0,1.0
337,201,28,2,1.0,0,0.5
338,202,33,3,0.0,1,0.0
339,203,28,1,0.0,1,0.0
340,204,28,4,0.0,1,0.0
341,205,28,1,1.0,0,1.0
343,206,28,1,0.0,1,0.0
344,207,28,2,1.0,0,0.5
345,208,28,5,3.0,0,0.6
346,209,28,1,1.0,0,1.0
349,210,28,2,2.0,0,1.0
351,211,28,5,4.0,0,0.8
352,212,28,1,1.0,0,1.0
353,213,22,1,0.0,1,0.0
354,214,28,2,1.0,0,0.5
355,215,28,1,1.0,0,1.0
357,216,33,4,1.0,0,0.25
358,217,28,2,1.0,1,0.5
360,218,22,1,0.0,1,0.0
361,219,22,1,1.0,0,1.0
364,220,28,1,1.0,0,1.0
366,221,28,1,1.0,0,1.0
367,222,28,1,0.0,1,0.0
370,223,22,1,0.0,1,0.0
371,224,28,2,0.0,1,0.0
373,225,9,1,1.0,0,1.0
375,226,28,1,1.0,0,1.0
377,227,22,1,1.0,0,1.0
379,214,22,2,1.0,1,0.5
382,228,28,2,1.0,0,0.5
386,229,22,1,1.0,0,1.0
387,230,28,1,1.0,0,1.0
390,231,28,1,1.0,0,1.0
393,232,28,1,0.0,1,0.0
394,233,28,1,1.0,0,1.0
396,234,28,1,1.0,0,1.0
398,235,28,1,0.0,1,0.0
399,236,28,1,1.0,0,1.0
400,237,22,2,2.0,0,1.0
402,238,28,1,0.0,1,0.0
403,239,28,1,0.0,1,0.0
406,240,28,1,0.0,1,0.0
407,241,22,1,1.0,0,1.0
410,242,28,2,1.0,0,0.5
412,243,22,1,1.0,0,1.0
414,244,28,2,1.0,0,0.5
419,242,22,2,1.0,1,0.5
420,245,28,1,0.0,1,0.0
421,246,28,1,0.0,1,0.0
424,247,22,1,1.0,0,1.0
425,248,28,6,3.0,0,0.5
426,249,28,1,1.0,0,1.0
428,250,22,1,0.0,1,0.0
429,251,22,2,1.0,0,0.5
431,252,22,6,5.0,0,0.8333333333333334
432,253,28,6,3.0,0,0.5
433,254,9,2,2.0,0,1.0
435,255,22,2,1.0,0,0.5
436,256,28,1,1.0,0,1.0
438,257,28,1,0.0,1,0.0
441,258,28,1,1.0,0,1.0
442,259,28,1,1.0,0,1.0
444,260,28,2,1.0,0,0.5
445,261,10,1,0.0,1,0.0
446,262,22,1,0.0,1,0.0
447,263,4,1,0.0,1,0.0
448,264,22,2,2.0,0,1.0
450,265,28,1,0.0,1,0.0
451,266,28,1,1.0,0,1.0
452,267,28,2,2.0,0,1.0
454,268,22,1,1.0,0,1.0
458,269,22,1,1.0,0,1.0
459,270,28,1,1.0,0,1.0
460,271,22,2,1.0,1,0.5
461,272,10,4,2.0,1,0.5
463,273,28,1,0.0,1,0.0
464,274,28,2,1.0,0,0.5
466,275,22,1,0.0,1,0.0
467,276,28,5,2.0,1,0.4
469,277,28,2,2.0,0,1.0
471,278,28,1,0.0,1,0.0
474,279,28,1,0.0,1,0.0
475,280,22,1,1.0,0,1.0
480,281,28,2,1.0,0,0.5
482,282,28,2,1.0,0,0.5
484,283,22,1,1.0,0,1.0
486,284,22,1,1.0,0,1.0
487,285,22,1,1.0,0,1.0
490,286,28,1,0.0,1,0.0
491,287,28,4,3.0,0,0.75
493,288,9,4,2.0,0,0.5
496,289,28,1,0.0,1,0.0
497,290,10,1,0.0,1,0.0
500,291,22,1,1.0,0,1.0
501,292,22,1,1.0,0,1.0
505,293,22,6,4.0,0,0.6666666666666666
507,294,22,2,1.0,0,0.5
509,295,22,1,1.0,0,1.0
511,296,22,1,1.0,0,1.0
512,297,22,2,2.0,0,1.0
514,298,28,1,0.0,1,0.0
515,299,28,2,1.0,0,0.5
516,300,28,2,2.0,0,1.0
517,301,28,1,1.0,0,1.0
518,302,28,2,0.0,1,0.0
520,303,28,6,0.0,1,0.0
522,304,28,2,2.0,0,1.0
523,305,28,1,1.0,0,1.0
525,306,22,2,0.0,1,0.0
526,307,28,5,2.0,0,0.4
527,308,22,1,0.0,1,0.0
530,309,28,1,1.0,0,1.0
532,310,28,5,3.0,0,0.6
533,311,33,1,1.0,0,1.0
534,312,22,1,1.0,0,1.0
535,313,10,3,1.0,1,0.3333333333333333
536,314,22,1,0.0,1,0.0
541,315,28,1,1.0,0,1.0
543,316,28,2,0.0,1,0.0
545,317,22,1,0.0,1,0.0
546,318,22,1,1.0,0,1.0
547,319,22,1,1.0,0,1.0
548,320,28,1,0.0,1,0.0
550,321,28,1,0.0,1,0.0
552,322,28,2,2.0,0,1.0
553,323,28,2,1.0,0,0.5
555,324,9,1,0.0,1,0.0
556,325,22,1,0.0,1,0.0
558,326,22,2,2.0,0,1.0
561,327,4,2,2.0,0,1.0
562,328,22,2,0.0,1,0.0
566,329,22,1,0.0,1,0.0
572,330,28,1,0.0,1,0.0
576,331,28,1,1.0,0,1.0
579,332,28,1,0.0,1,0.0
580,326,28,2,2.0,0,1.0
581,333,28,1,1.0,0,1.0
582,334,28,1,1.0,0,1.0
583,335,28,1,0.0,1,0.0
584,336,28,2,0.0,1,0.0
587,337,22,1,1.0,0,1.0
588,338,28,1,1.0,0,1.0
589,339,10,1,0.0,1,0.0
590,340,22,1,0.0,1,0.0
591,341,10,2,1.0,0,0.5
592,342,28,1,1.0,0,1.0
594,343,28,2,1.0,0,0.5
598,344,28,1,1.0,0,1.0
599,345,28,2,1.0,0,0.5
600,346,28,1,0.0,1,0.0
602,347,28,1,0.0,1,0.0
603,348,28,1,0.0,1,0.0
606,349,28,3,3.0,0,1.0
609,350,22,2,1.0,0,0.5
611,351,22,1,1.0,0,1.0
612,352,28,1,1.0,0,1.0
613,353,28,1,0.0,1,0.0
614,354,22,1,0.0,1,0.0
615,355,28,1,1.0,0,1.0
616,356,28,3,1.0,1,0.3333333333333333
617,357,22,1,1.0,0,1.0
620,358,28,1,0.0,1,0.0
621,359,10,1,0.0,1,0.0
625,360,28,1,1.0,0,1.0
627,361,22,1,1.0,0,1.0
629,362,28,1,0.0,1,0.0
630,363,9,3,0.0,1,0.0
633,364,28,1,0.0,1,0.0
634,365,28,6,4.0,0,0.6666666666666666
635,366,10,2,2.0,0,1.0
636,367,22,2,0.0,1,0.0
638,368,28,1,1.0,0,1.0
639,369,28,5,2.0,0,0.4
643,370,33,3,0.0,1,0.0
644,371,28,2,1.0,1,0.5
645,372,28,1,0.0,1,0.0
646,373,28,3,2.0,0,0.6666666666666666
650,374,28,1,1.0,0,1.0
652,375,28,1,0.0,1,0.0
654,376,28,1,1.0,0,1.0
658,377,22,2,0.0,1,0.0
659,378,22,5,3.0,1,0.6
660,378,28,5,3.0,0,0.6
661,379,28,1,1.0,0,1.0
662,380,28,3,3.0,0,1.0
663,381,28,1,1.0,0,1.0
667,382,28,1,0.0,1,0.0
668,383,10,1,0.0,1,0.0
673,384,22,1,1.0,0,1.0
676,385,22,1,1.0,0,1.0
677,386,28,7,2.0,0,0.2857142857142857
680,387,28,1,0.0,1,0.0
682,388,22,1,1.0,0,1.0
683,389,22,6,5.0,0,0.8333333333333334
685,390,28,4,0.0,1,0.0
686,391,10,1,0.0,1,0.0
687,392,22,2,1.0,0,0.5
689,393,22,1,0.0,1,0.0
690,394,22,1,1.0,0,1.0
691,395,28,2,1.0,0,0.5
692,396,28,3,2.0,0,0.6666666666666666
693,397,28,2,2.0,0,1.0
695,398,28,8,7.0,0,0.875
697,399,10,6,5.0,0,0.8333333333333334
699,400,28,1,1.0,0,1.0
700,401,22,1,0.0,1,0.0
701,402,28,1,1.0,0,1.0
703,403,28,1,1.0,0,1.0
704,404,28,2,0.0,1,0.0
705,405,22,1,1.0,0,1.0
707,406,28,2,1.0,1,0.5
709,407,28,3,1.0,0,0.3333333333333333
711,408,28,1,1.0,0,1.0
712,409,28,1,0.0,1,0.0
713,410,10,1,0.0,1,0.0
714,411,22,3,2.0,0,0.6666666666666666
715,411,28,3,2.0,0,0.6666666666666666
717,412,28,1,1.0,0,1.0
718,413,28,1,1.0,0,1.0
719,414,22,1,0.0,1,0.0
721,415,4,2,1.0,1,0.5
722,416,28,1,0.0,1,0.0
723,417,22,2,0.0,1,0.0
724,417,28,2,0.0,1,0.0
725,418,28,1,0.0,1,0.0
726,419,28,2,2.0,0,1.0
727,420,28,3,3.0,0,1.0
728,421,28,2,2.0,0,1.0
730,422,28,2,2.0,0,1.0
731,423,28,1,0.0,1,0.0
733,424,28,4,1.0,0,0.25
734,425,28,1,0.0,1,0.0
736,426,28,1,1.0,0,1.0
738,427,22,2,0.0,1,0.0
740,428,28,1,0.0,1,0.0
742,429,28,1,1.0,0,1.0
743,430,10,2,0.0,1,0.0
744,431,4,1,0.0,1,0.0
745,432,28,1,0.0,1,0.0
746,433,28,2,1.0,0,0.5
749,434,28,1,1.0,0,1.0
750,435,22,1,1.0,0,1.0
751,436,28,1,1.0,0,1.0
752,437,22,3,3.0,0,1.0
753,430,22,2,0.0,1,0.0
756,438,22,2,1.0,1,0.5
757,438,28,2,1.0,0,0.5
758,439,28,2,2.0,0,1.0
760,277,22,2,2.0,0,1.0
761,440,28,5,2.0,0,0.4
762,441,22,1,0.0,1,0.0
763,442,28,3,1.0,1,0.3333333333333333
768,443,22,1,1.0,0,1.0
769,444,28,1,0.0,1,0.0
771,445,28,3,0.0,1,0.0
773,446,28,1,0.0,1,0.0
774,447,28,2,1.0,0,0.5
775,448,28,1,1.0,0,1.0
777,449,9,2,1.0,0,0.5
778,450,28,3,2.0,0,0.6666666666666666
780,451,9,3,1.0,1,0.3333333333333333
781,452,28,1,1.0,0,1.0
783,453,22,2,1.0,0,0.5
785,454,22,2,1.0,0,0.5
788,455,28,2,1.0,0,0.5
789,456,28,1,1.0,0,1.0
790,457,28,2,2.0,0,1.0
791,458,22,4,3.0,0,0.75
792,459,22,1,0.0,1,0.0
793,460,22,1,0.0,1,0.0
796,461,9,1,0.0,1,0.0
797,445,22,3,0.0,1,0.0
799,462,28,3,1.0,0,0.3333333333333333
800,463,22,1,0.0,1,0.0
802,464,28,2,1.0,1,0.5
803,465,22,2,1.0,1,0.5
804,466,10,3,0.0,1,0.0
805,467,22,1,1.0,0,1.0
806,468,28,1,0.0,1,0.0
809,469,28,1,1.0,0,1.0
810,470,28,1,0.0,1,0.0
815,471,28,2,1.0,0,0.5
818,91,33,3,0.0,1,0.0
819,472,28,1,0.0,1,0.0
820,473,22,4,1.0,0,0.25
821,474,22,4,3.0,0,0.75
822,475,22,4,3.0,1,0.75
824,476,22,1,1.0,0,1.0
825,477,28,2,2.0,0,1.0
827,478,22,1,1.0,0,1.0
830,479,28,1,0.0,1,0.0
833,480,9,1,0.0,1,0.0
835,481,28,9,3.0,0,0.3333333333333333
837,252,10,6,5.0,0,0.8333333333333334
838,482,10,1,0.0,1,0.0
839,483,28,1,0.0,1,0.0
840,484,28,1,1.0,0,1.0
841,485,28,1,0.0,1,0.0
843,486,28,1,0.0,1,0.0
844,487,28,1,1.0,0,1.0
845,488,9,1,0.0,1,0.0
848,489,28,2,0.0,1,0.0
850,490,22,1,1.0,0,1.0
852,491,28,2,1.0,0,0.5
853,492,22,2,2.0,0,1.0
854,493,10,1,0.0,1,0.0
858,494,28,3,1.0,0,0.3333333333333333
860,495,22,1,1.0,0,1.0
861,496,22,1,1.0,0,1.0
862,497,28,1,1.0,0,1.0
863,498,22,2,1.0,0,0.5
865,499,28,3,1.0,0,0.3333333333333333
868,500,22,1,0.0,1,0.0
870,200,28,2,2.0,0,1.0
871,501,28,1,0.0,1,0.0
872,502,28,2,1.0,0,0.5
873,503,22,1,1.0,0,1.0
875,504,28,3,1.0,0,0.3333333333333333
877,471,22,2,1.0,1,0.5
878,505,28,1,0.0,1,0.0
882,506,22,1,0.0,1,0.0
884,507,9,1,1.0,0,1.0
885,508,28,2,2.0,0,1.0
887,509,28,4,3.0,0,0.75
888,510,10,1,0.0,1,0.0
890,511,28,1,1.0,0,1.0
891,512,22,5,3.0,0,0.6
893,513,22,1,0.0,1,0.0
895,514,22,5,4.0,0,0.8
899,515,28,1,1.0,0,1.0
900,516,28,1,0.0,1,0.0
901,517,28,1,0.0,1,0.0
903,518,28,3,1.0,0,0.3333333333333333
904,519,28,1,0.0,1,0.0
906,520,28,1,1.0,0,1.0
907,521,28,1,1.0,0,1.0
911,522,28,1,1.0,0,1.0
912,523,28,1,1.0,0,1.0
916,524,28,1,1.0,0,1.0
917,525,22,1,1.0,0,1.0
919,526,28,1,0.0,1,0.0
921,527,28,6,5.0,0,0.8333333333333334
922,528,28,4,1.0,0,0.25
923,514,28,5,4.0,0,0.8
924,529,22,2,1.0,0,0.5
925,530,28,2,0.0,1,0.0
930,531,28,1,0.0,1,0.0
933,532,28,1,1.0,0,1.0
935,533,28,1,0.0,1,0.0
936,512,9,5,3.0,1,0.6
937,199,9,12,8.0,0,0.6666666666666666
938,534,22,3,1.0,1,0.3333333333333333
939,535,22,1,1.0,0,1.0
940,130,28,4,3.0,0,0.75
941,536,28,1,1.0,0,1.0
942,537,10,5,2.0,1,0.4
945,538,28,2,1.0,0,0.5
946,539,22,6,5.0,0,0.8333333333333334
950,540,22,1,0.0,1,0.0
951,541,22,1,1.0,0,1.0
952,542,22,3,1.0,1,0.3333333333333333
953,543,22,5,4.0,0,0.8
954,543,28,5,4.0,0,0.8
955,544,28,1,1.0,0,1.0
956,498,9,2,1.0,1,0.5
958,545,28,1,0.0,1,0.0
960,542,10,3,1.0,1,0.3333333333333333
961,546,22,1,0.0,1,0.0
962,547,22,1,1.0,0,1.0
963,548,22,1,1.0,0,1.0
964,549,28,1,0.0,1,0.0
965,550,28,2,1.0,0,0.5
966,551,9,2,0.0,1,0.0
967,552,28,3,2.0,0,0.6666666666666666
970,553,28,5,1.0,1,0.2
971,554,22,3,2.0,0,0.6666666666666666
974,555,22,1,1.0,0,1.0
976,556,22,1,1.0,0,1.0
978,557,28,1,1.0,0,1.0
980,558,4,3,3.0,0,1.0
984,559,22,1,1.0,0,1.0
985,560,28,1,1.0,0,1.0
987,561,10,14,6.0,0,0.42857142857142855
988,562,28,1,1.0,0,1.0
989,563,28,5,2.0,0,0.4
991,564,9,2,1.0,0,0.5
992,565,22,3,0.0,1,0.0
994,566,28,1,1.0,0,1.0
996,567,28,5,0.0,1,0.0
997,568,22,1,1.0,0,1.0
999,569,9,1,0.0,1,0.0
1000,570,28,3,3.0,0,1.0
1001,571,28,2,1.0,0,0.5
1002,572,22,1,0.0,1,0.0
1005,573,28,2,2.0,0,1.0
1006,574,28,1,1.0,0,1.0
1007,575,28,1,1.0,0,1.0
1008,168,22,5,3.0,0,0.6
1011,576,28,1,1.0,0,1.0
1015,577,28,1,0.0,1,0.0
1018,578,28,1,1.0,0,1.0
1019,579,22,1,1.0,0,1.0
1020,580,28,1,1.0,0,1.0
1021,581,22,3,2.0,0,0.6666666666666666
1022,582,22,1,0.0,1,0.0
1023,583,22,2,0.0,1,0.0
1024,584,28,1,1.0,0,1.0
1028,585,28,3,1.0,0,0.3333333333333333
1029,586,28,2,2.0,0,1.0
1030,587,9,2,1.0,0,0.5
1031,588,28,1,0.0,1,0.0
1033,589,28,1,1.0,0,1.0
1035,590,22,2,2.0,0,1.0
1037,591,22,1,1.0,0,1.0
1040,592,28,3,2.0,0,0.6666666666666666
1041,593,10,2,2.0,0,1.0
1043,594,28,1,1.0,0,1.0
1044,595,10,1,0.0,1,0.0
1045,596,22,2,1.0,0,0.5
1046,597,22,1,0.0,1,0.0
1049,598,28,2,0.0,1,0.0
1050,599,28,1,1.0,0,1.0
1052,596,9,2,1.0,1,0.5
1054,600,28,3,2.0,0,0.6666666666666666
1056,601,22,3,1.0,0,0.3333333333333333
1057,602,22,1,1.0,0,1.0
1058,603,22,1,1.0,0,1.0
1065,604,28,1,1.0,0,1.0
1066,605,22,1,1.0,0,1.0
1069,606,28,1,1.0,0,1.0
1072,607,4,3,1.0,1,0.3333333333333333
1073,608,28,1,0.0,1,0.0
1074,609,28,1,1.0,0,1.0
1075,610,22,4,2.0,0,0.5
1076,611,28,1,0.0,1,0.0
1077,612,28,1,1.0,0,1.0
1078,613,28,2,1.0,0,0.5
1080,614,28,7,6.0,0,0.8571428571428571
1082,615,22,3,2.0,0,0.6666666666666666
1084,616,28,1,0.0,1,0.0
1085,617,28,1,1.0,0,1.0
1086,618,28,1,1.0,0,1.0
1087,619,28,1,1.0,0,1.0
1088,620,28,1,0.0,1,0.0
1089,621,28,4,2.0,0,0.5
1090,622,9,1,0.0,1,0.0
1091,623,28,2,1.0,0,0.5
1092,624,28,1,0.0,1,0.0
1095,625,22,1,1.0,0,1.0
1096,626,28,8,5.0,0,0.625
1098,627,22,1,1.0,0,1.0
1099,628,10,4,2.0,0,0.5
1101,629,28,2,1.0,0,0.5
1103,630,22,2,0.0,1,0.0
1107,631,28,1,0.0,1,0.0
1108,632,22,1,0.0,1,0.0
1110,633,22,1,1.0,0,1.0
1112,2,22,2,1.0,1,0.5
1116,634,28,1,1.0,0,1.0
1118,635,22,3,2.0,1,0.6666666666666666
1124,636,22,7,3.0,0,0.42857142857142855
1126,637,28,1,1.0,0,1.0
1128,638,28,1,0.0,1,0.0
1129,639,22,1,1.0,0,1.0
1131,640,22,1,1.0,0,1.0
1133,641,10,1,1.0,0,1.0
1134,642,9,4,1.0,1,0.25
1135,643,22,2,2.0,0,1.0
1136,644,28,3,1.0,1,0.3333333333333333
1137,645,28,1,1.0,0,1.0
1138,646,10,5,2.0,0,0.4
1139,647,22,1,1.0,0,1.0
1140,648,28,1,0.0,1,0.0
1141,649,28,1,1.0,0,1.0
1142,650,28,1,0.0,1,0.0
1143,651,28,1,0.0,1,0.0
1144,652,28,2,1.0,0,0.5
1145,653,28,3,1.0,0,0.3333333333333333
1147,654,9,10,8.0,0,0.8
1149,655,28,1,0.0,1,0.0
1150,656,28,2,2.0,0,1.0
1153,657,4,3,1.0,1,0.3333333333333333
1154,658,28,1,0.0,1,0.0
1158,659,4,2,1.0,0,0.5
1162,660,22,1,1.0,0,1.0
1163,657,33,3,1.0,0,0.3333333333333333
1164,565,28,3,0.0,1,0.0
1167,661,28,2,1.0,0,0.5
1168,662,4,3,1.0,1,0.3333333333333333
1169,663,28,2,1.0,0,0.5
1170,664,28,1,1.0,0,1.0
1172,665,22,1,1.0,0,1.0
1174,666,22,1,1.0,0,1.0
1176,667,28,2,0.0,1,0.0
1177,667,22,2,0.0,1,0.0
1178,668,22,1,1.0,0,1.0
1179,669,10,1,0.0,1,0.0
1180,670,22,1,0.0,1,0.0
1181,671,22,1,0.0,1,0.0
1182,672,22,2,2.0,0,1.0
1183,673,22,1,0.0,1,0.0
1185,672,28,2,2.0,0,1.0
1186,674,28,1,0.0,1,0.0
1187,675,28,4,0.0,1,0.0
1188,676,33,3,2.0,1,0.6666666666666666
1190,677,22,5,3.0,0,0.6
1191,678,28,8,1.0,0,0.125
1192,679,28,3,3.0,0,1.0
1195,680,22,1,1.0,0,1.0
1196,681,33,11,9.0,0,0.8181818181818182
1199,682,28,2,0.0,1,0.0
1201,683,33,2,0.0,1,0.0
1202,684,28,2,1.0,0,0.5
1203,685,28,3,2.0,0,0.6666666666666666
1204,686,28,1,0.0,1,0.0
1206,687,9,3,0.0,1,0.0
1212,688,28,3,1.0,0,0.3333333333333333
1213,689,22,4,3.0,0,0.75
1216,690,28,2,2.0,0,1.0
1222,691,28,3,0.0,1,0.0
1223,692,9,4,2.0,0,0.5
1225,693,28,1,0.0,1,0.0
1227,694,9,2,2.0,0,1.0
1228,695,28,3,0.0,1,0.0
1230,696,28,2,1.0,0,0.5
1233,697,22,1,0.0,1,0.0
1235,698,28,1,0.0,1,0.0
1240,699,28,1,0.0,1,0.0
1241,700,22,4,3.0,0,0.75
1243,701,28,1,1.0,0,1.0
1244,702,22,1,0.0,1,0.0
1246,703,33,1,1.0,0,1.0
